,ID,name,url,score,review_count,area
0,1,らぁ麺や 嶋,https://tabelog.com/tokyo/A1304/A130401/13247487/,3.99,249,渋谷区
1,2,Homemade Ramen 麦苗,https://tabelog.com/tokyo/A1315/A131502/13194812/,3.98,758,品川区
2,3,手打式超多加水麺 ののくら,https://tabelog.com/tokyo/A1324/A132403/13215713/,3.96,532,葛飾区
3,4,麺尊 RAGE,https://tabelog.com/tokyo/A1319/A131907/13178309/,3.94,784,杉並区
4,5,宍道湖しじみ中華蕎麦 琥珀,https://tabelog.com/tokyo/A1315/A131503/13234195/,3.94,346,大田区
5,6,中華そば しば田,https://tabelog.com/tokyo/A1326/A132601/13162681/,3.93,863,調布市
6,7,らぁ麺やまぐち,https://tabelog.com/tokyo/A1305/A130504/13151200/,3.93,501,新宿区
7,8,中華そば 多賀野,https://tabelog.com/tokyo/A1317/A131712/13003421/,3.92,849,品川区
8,9,らーめんMAIKAGURA,https://tabelog.com/tokyo/A1318/A131813/13218425/,3.92,330,世田谷区
9,10,麺処 しろくろ,https://tabelog.com/tokyo/A1318/A131809/13242508/,3.92,190,杉並区
10,11,麺創庵 砂田,https://tabelog.com/tokyo/A1322/A132201/13246362/,3.92,153,豊島区
11,12,中華蕎麦にし乃,https://tabelog.com/tokyo/A1310/A131004/13218311/,3.91,689,文京区
12,13,麺処 ほん田 秋葉原本店,https://tabelog.com/tokyo/A1310/A131001/13246285/,3.91,446,千代田区
13,14,キング製麺,https://tabelog.com/tokyo/A1323/A132303/13232817/,3.91,344,北区
14,15,中華ソバ 伊吹,https://tabelog.com/tokyo/A1322/A132205/13163874/,3.9,546,板橋区
15,16,中華そば べんてん,https://tabelog.com/tokyo/A1322/A132204/13200351/,3.9,357,練馬区
16,17,一番いちばん,https://tabelog.com/tokyo/A1327/A132701/13001469/,3.9,347,町田市
17,18,中華そば うお青,https://tabelog.com/tokyo/A1329/A132903/13229181/,3.9,147,日野市
18,19,メンドコロ キナリ,https://tabelog.com/tokyo/A1319/A131901/13221001/,3.89,427,中野区
19,20,純手打ち だるま,https://tabelog.com/tokyo/A1319/A131903/13218715/,3.89,301,杉並区
20,21,中華そば　堀川,https://tabelog.com/tokyo/A1317/A131703/13243173/,3.89,295,目黒区
21,22,三ん寅,https://tabelog.com/tokyo/A1309/A130905/13240660/,3.89,281,新宿区
22,23,饗 くろ喜,https://tabelog.com/tokyo/A1310/A131001/13127743/,3.88,1106,千代田区
23,24,創作麺工房 鳴龍,https://tabelog.com/tokyo/A1323/A132302/13141302/,3.88,756,豊島区
24,25,町田汁場 しおらーめん進化 本店,https://tabelog.com/tokyo/A1327/A132701/13050023/,3.88,635,町田市
25,26,カネキッチン ヌードル,https://tabelog.com/tokyo/A1321/A132101/13203355/,3.88,342,豊島区
26,27,ラーメン 健やか,https://tabelog.com/tokyo/A1320/A132002/13207054/,3.88,292,武蔵野市
27,28,寿製麺 よしかわ 西台駅前店,https://tabelog.com/tokyo/A1322/A132205/13228611/,3.88,275,板橋区
28,29,ほっこり中華そば もつけ,https://tabelog.com/tokyo/A1329/A132904/13192847/,3.87,431,八王子市
29,30,自家製中華そば としおか,https://tabelog.com/tokyo/A1305/A130504/13182315/,3.87,328,新宿区
30,31,中華そば 西川,https://tabelog.com/tokyo/A1318/A131813/13213036/,3.87,257,世田谷区
31,32,イルカ トウキョウ,https://tabelog.com/tokyo/A1328/A132802/13234223/,3.87,134,東久留米市
32,33,中華蕎麦 ひら井,https://tabelog.com/tokyo/A1326/A132602/13259078/,3.87,55,府中市
33,34,神保町 黒須,https://tabelog.com/tokyo/A1310/A131003/13201888/,3.86,644,千代田区
34,35,中華そば 和渦 TOKYO,https://tabelog.com/tokyo/A1314/A131405/13233678/,3.86,385,品川区
35,36,麺や金時,https://tabelog.com/tokyo/A1321/A132101/13139195/,3.86,347,練馬区
36,37,Ramen にじゅうぶんのいち,https://tabelog.com/tokyo/A1324/A132401/13147594/,3.86,338,荒川区
37,38,MENクライ,https://tabelog.com/tokyo/A1314/A131401/13255714/,3.86,139,港区
38,39,ラーメン屋 トイ・ボックス,https://tabelog.com/tokyo/A1324/A132401/13162973/,3.85,769,荒川区
39,40,らーめん飛粋,https://tabelog.com/tokyo/A1315/A131503/13217922/,3.85,527,大田区
40,41,中華ソバ ビリケン,https://tabelog.com/tokyo/A1311/A131102/13235761/,3.85,214,台東区
41,42,中華そば  さわ,https://tabelog.com/tokyo/A1322/A132203/13229011/,3.85,131,板橋区
42,43,博多長浜ラーメン 健太,https://tabelog.com/tokyo/A1319/A131904/13183596/,3.85,76,中野区
43,44,SOBA HOUSE 金色不如帰 新宿御苑本店,https://tabelog.com/tokyo/A1304/A130402/13222172/,3.84,785,新宿区
44,45,銀座 八五,https://tabelog.com/tokyo/A1301/A130101/13228602/,3.84,702,中央区
45,46,神田 勝本,https://tabelog.com/tokyo/A1310/A131003/13192433/,3.84,598,千代田区
46,47,中華そば 児ノ木,https://tabelog.com/tokyo/A1319/A131901/13154006/,3.84,296,新宿区
47,48,一条流がんこラーメン総本家,https://tabelog.com/tokyo/A1309/A130903/13126058/,3.84,262,新宿区
48,49,スープメン,https://tabelog.com/tokyo/A1322/A132203/13227469/,3.84,163,板橋区
49,50,麺屋鈴春,https://tabelog.com/tokyo/A1310/A131004/13250293/,3.84,163,文京区
50,51,かしわぎ,https://tabelog.com/tokyo/A1319/A131901/13209326/,3.83,493,中野区
51,52,鶏こく中華 すず喜,https://tabelog.com/tokyo/A1320/A132002/13215409/,3.83,399,三鷹市
52,53,つけめん金龍,https://tabelog.com/tokyo/A1310/A131002/13259807/,3.83,81,千代田区
53,54,Ramen FeeL,https://tabelog.com/tokyo/A1330/A133003/13254631/,3.83,58,青梅市
54,55,麺屋 さくら井,https://tabelog.com/tokyo/A1320/A132002/13202438/,3.82,468,武蔵野市
55,56,ラーメン巌哲,https://tabelog.com/tokyo/A1305/A130504/13167439/,3.82,403,新宿区
56,57,らぁめん 葉月,https://tabelog.com/tokyo/A1317/A131714/13008248/,3.82,354,大田区
57,58,成城青果,https://tabelog.com/tokyo/A1318/A131809/13247939/,3.82,142,世田谷区
58,59,鴨出汁中華蕎麦 麺屋yoshiki,https://tabelog.com/tokyo/A1312/A131204/13242295/,3.82,129,葛飾区
59,60,中華蕎麦 蘭鋳,https://tabelog.com/tokyo/A1319/A131903/13113532/,3.81,375,杉並区
60,61,らぁめん山と樹,https://tabelog.com/tokyo/A1319/A131904/13204607/,3.81,284,杉並区
61,62,Japanese Soba Noodles 蔦,https://tabelog.com/tokyo/A1318/A131811/13241560/,3.81,275,渋谷区
62,63,超純水採麺 天国屋,https://tabelog.com/tokyo/A1327/A132701/13162732/,3.81,266,町田市
63,64,中華ソバ ちゃるめ,https://tabelog.com/tokyo/A1315/A131504/13231202/,3.81,110,大田区
64,65,濃厚ラーメン かなや,https://tabelog.com/tokyo/A1319/A131903/13218139/,3.81,99,杉並区
65,66,らぁめん小池,https://tabelog.com/tokyo/A1318/A131809/13172994/,3.8,517,世田谷区
66,67,煮干そば 流。,https://tabelog.com/tokyo/A1323/A132304/13175140/,3.8,457,北区
67,68,味噌っ子 ふっく,https://tabelog.com/tokyo/A1319/A131906/13226777/,3.8,149,杉並区
68,69,六厘舎,https://tabelog.com/tokyo/A1302/A130201/13093047/,3.79,2455,千代田区
69,70,麺屋一燈,https://tabelog.com/tokyo/A1312/A131204/13111737/,3.79,1581,葛飾区
70,71,煮干鰮らーめん 圓 八王子本店,https://tabelog.com/tokyo/A1329/A132904/13091258/,3.79,1035,八王子市
71,72,麺屋吉左右,https://tabelog.com/tokyo/A1313/A131303/13021140/,3.79,948,江東区
72,73,田中商店 本店,https://tabelog.com/tokyo/A1324/A132404/13003726/,3.79,778,足立区
73,74,麺処 晴,https://tabelog.com/tokyo/A1311/A131104/13143115/,3.79,715,台東区
74,75,中華そば屋 伊藤,https://tabelog.com/tokyo/A1323/A132304/13008779/,3.79,546,北区
75,76,麺処 篠はら,https://tabelog.com/tokyo/A1322/A132202/13188419/,3.79,471,豊島区
76,77,風雲児,https://tabelog.com/tokyo/A1304/A130401/13044091/,3.78,1773,渋谷区
77,78,麺屋ひょっとこ 交通会館店,https://tabelog.com/tokyo/A1301/A130102/13046637/,3.78,1375,千代田区
78,79,むぎとオリーブ 銀座店,https://tabelog.com/tokyo/A1301/A130101/13164932/,3.78,1342,中央区
79,80,はやし,https://tabelog.com/tokyo/A1303/A130301/13003367/,3.78,1154,渋谷区
80,81,こうかいぼう,https://tabelog.com/tokyo/A1313/A131303/13005052/,3.78,1120,江東区
81,82,銀座 朧月,https://tabelog.com/tokyo/A1301/A130101/13118141/,3.78,1069,中央区
82,83,麺屋 翔 本店,https://tabelog.com/tokyo/A1304/A130401/13040181/,3.78,1060,新宿区
83,84,青島食堂 秋葉原店,https://tabelog.com/tokyo/A1310/A131001/13094776/,3.78,1024,千代田区
84,85,麺や 七彩,https://tabelog.com/tokyo/A1302/A130203/13184399/,3.78,1004,中央区
85,86,ソラノイロ ARTISAN NOODLES,https://tabelog.com/tokyo/A1308/A130803/13126816/,3.78,856,千代田区
86,87,はつね,https://tabelog.com/tokyo/A1319/A131907/13000717/,3.78,694,杉並区
87,88,竹末東京Premium,https://tabelog.com/tokyo/A1312/A131203/13167920/,3.78,548,墨田区
88,89,神名備,https://tabelog.com/tokyo/A1311/A131105/13006070/,3.78,495,文京区
89,90,たんたん亭,https://tabelog.com/tokyo/A1318/A131805/13000705/,3.78,446,杉並区
90,91,燦燦斗,https://tabelog.com/tokyo/A1323/A132304/13038064/,3.78,417,北区
91,92,喜楽,https://tabelog.com/tokyo/A1303/A130301/13001705/,3.77,1420,渋谷区
92,93,ラーメン二郎 三田本店,https://tabelog.com/tokyo/A1314/A131402/13006051/,3.77,1063,港区
93,94,麺処 銀笹,https://tabelog.com/tokyo/A1301/A130103/13119563/,3.77,838,中央区
94,95,ラーメン大至,https://tabelog.com/tokyo/A1310/A131002/13042832/,3.77,720,文京区
95,96,麺屋 Hulu-lu,https://tabelog.com/tokyo/A1305/A130501/13136428/,3.77,696,豊島区
96,97,煮干しつけ麺 宮元,https://tabelog.com/tokyo/A1315/A131503/13180862/,3.77,691,大田区
97,98,RAMEN CiQUE,https://tabelog.com/tokyo/A1319/A131905/13048520/,3.77,623,杉並区
98,99,麺処 びぎ屋,https://tabelog.com/tokyo/A1317/A131702/13093976/,3.77,582,目黒区
99,100,中華そば ふくみみ,https://tabelog.com/tokyo/A1326/A132602/13016486/,3.77,562,府中市
100,101,柴崎亭,https://tabelog.com/tokyo/A1326/A132601/13135162/,3.77,540,調布市
101,102,麺 みつヰ,https://tabelog.com/tokyo/A1311/A131102/13203387/,3.77,507,台東区
102,103,大島,https://tabelog.com/tokyo/A1312/A131205/13155875/,3.77,503,江戸川区
103,104,鶏そば  ムタヒロ 2号店,https://tabelog.com/tokyo/A1325/A132502/13147068/,3.77,451,国分寺市
104,105,スパイス・ラー麺 卍力 西葛西店,https://tabelog.com/tokyo/A1313/A131305/13168253/,3.77,450,江戸川区
105,106,タンタン,https://tabelog.com/tokyo/A1329/A132904/13046007/,3.77,346,八王子市
106,107,麺屋海神 新宿店,https://tabelog.com/tokyo/A1304/A130401/13045287/,3.76,1497,新宿区
107,108,新橋 纏,https://tabelog.com/tokyo/A1301/A130103/13156937/,3.76,1050,港区
108,109,自家製麺 伊藤,https://tabelog.com/tokyo/A1323/A132305/13090799/,3.76,682,北区
109,110,麺巧 潮,https://tabelog.com/tokyo/A1310/A131002/13147387/,3.76,644,千代田区
110,111,らーめん改,https://tabelog.com/tokyo/A1311/A131103/13191776/,3.76,600,台東区
111,112,八咫烏,https://tabelog.com/tokyo/A1309/A130906/13198710/,3.76,592,千代田区
112,113,八雲,https://tabelog.com/tokyo/A1317/A131705/13204333/,3.76,580,目黒区
113,114,鯛塩そば 灯花 本店,https://tabelog.com/tokyo/A1309/A130903/13181527/,3.76,544,新宿区
114,115,中華そば ムタヒロ  1号店,https://tabelog.com/tokyo/A1325/A132502/13131257/,3.76,475,国分寺市
115,116,麺屋 ねむ瑠,https://tabelog.com/tokyo/A1310/A131004/13186981/,3.76,469,文京区
116,117,ラーメン二郎 ひばりヶ丘駅前店,https://tabelog.com/tokyo/A1328/A132801/13024745/,3.76,435,西東京市
117,118,新世界菜館,https://tabelog.com/tokyo/A1310/A131003/13000411/,3.76,431,千代田区
118,119,RAMEN GOTTSU,https://tabelog.com/tokyo/A1321/A132102/13153294/,3.76,429,練馬区
119,120,MENSHO,https://tabelog.com/tokyo/A1323/A132302/13203848/,3.76,404,文京区
120,121,食堂七彩,https://tabelog.com/tokyo/A1321/A132104/13145418/,3.76,339,中野区
121,122,陽はまたのぼる,https://tabelog.com/tokyo/A1324/A132404/13206995/,3.76,253,足立区
122,123,らぁ麺 はやし田 新宿本店,https://tabelog.com/tokyo/A1304/A130401/13216496/,3.75,1159,新宿区
123,124,おおぜき中華そば店,https://tabelog.com/tokyo/A1303/A130302/13147623/,3.75,756,渋谷区
124,125,龍朋,https://tabelog.com/tokyo/A1309/A130905/13006446/,3.75,700,新宿区
125,126,勝本 水道橋店,https://tabelog.com/tokyo/A1310/A131003/13179757/,3.75,688,千代田区
126,127,大塚屋,https://tabelog.com/tokyo/A1309/A130904/13000475/,3.75,596,新宿区
127,128,めん和正,https://tabelog.com/tokyo/A1317/A131706/13050021/,3.75,542,世田谷区
128,129,牛骨らぁ麺マタドール,https://tabelog.com/tokyo/A1324/A132402/13128987/,3.75,527,足立区
129,130,鳥めし 鳥藤分店,https://tabelog.com/tokyo/A1313/A131301/13037973/,3.75,495,中央区
130,131,らぁ麺やまぐち 辣式,https://tabelog.com/tokyo/A1313/A131303/13186890/,3.75,420,江東区
131,132,麺壱 吉兆,https://tabelog.com/tokyo/A1315/A131501/13134691/,3.75,401,品川区
132,133,中華そば しながわ,https://tabelog.com/tokyo/A1322/A132202/13157559/,3.75,396,豊島区
133,134,中華そば さとう,https://tabelog.com/tokyo/A1315/A131504/13132475/,3.75,354,大田区
134,135,純手打ち 麺と未来,https://tabelog.com/tokyo/A1318/A131802/13221486/,3.75,351,世田谷区
135,136,麺屋 はし本,https://tabelog.com/tokyo/A1319/A131902/13205769/,3.75,307,中野区
136,137,クラム＆ボニート 貝節麺ライク,https://tabelog.com/tokyo/A1319/A131903/13219341/,3.75,275,杉並区
137,138,春木屋 荻窪本店,https://tabelog.com/tokyo/A1319/A131906/13001099/,3.74,793,杉並区
138,139,つじ田 神田御茶ノ水店,https://tabelog.com/tokyo/A1310/A131002/13020599/,3.74,770,千代田区
139,140,粋な一生,https://tabelog.com/tokyo/A1310/A131001/13021102/,3.74,723,台東区
140,141,真鯛らーめん 麺魚 本店,https://tabelog.com/tokyo/A1312/A131201/13208237/,3.74,701,墨田区
141,142,自家製麺 伊藤 銀座店,https://tabelog.com/tokyo/A1301/A130101/13164387/,3.74,625,中央区
142,143,中華そば 満鶏軒,https://tabelog.com/tokyo/A1312/A131201/13220773/,3.74,577,墨田区
143,144,麺や 庄の,https://tabelog.com/tokyo/A1309/A130904/13126304/,3.74,577,新宿区
144,145,渡なべ,https://tabelog.com/tokyo/A1305/A130503/13000121/,3.74,560,新宿区
145,146,博多ラーメン ばりこて,https://tabelog.com/tokyo/A1319/A131904/13009232/,3.74,548,杉並区
146,147,五ノ神水産,https://tabelog.com/tokyo/A1310/A131002/13163444/,3.74,532,千代田区
147,148,味噌麺処 花道,https://tabelog.com/tokyo/A1321/A132104/13055183/,3.74,480,中野区
148,149,なな蓮,https://tabelog.com/tokyo/A1302/A130202/13162497/,3.74,467,中央区
149,150,ラーメン二郎 八王子野猿街道店 ２,https://tabelog.com/tokyo/A1329/A132904/13025633/,3.74,462,八王子市
150,151,千里眼,https://tabelog.com/tokyo/A1318/A131811/13099150/,3.74,453,目黒区
151,152,らーめん 稲荷屋,https://tabelog.com/tokyo/A1311/A131101/13180646/,3.74,443,台東区
152,153,麺や 維新,https://tabelog.com/tokyo/A1316/A131601/13161626/,3.74,441,品川区
153,154,無鉄砲 東京中野店,https://tabelog.com/tokyo/A1321/A132104/13114507/,3.74,415,中野区
154,155,中華めん処 道頓堀,https://tabelog.com/tokyo/A1322/A132204/13003812/,3.74,373,板橋区
155,156,めだかタンタン,https://tabelog.com/tokyo/A1329/A132902/13172508/,3.74,315,昭島市
156,157,亀戸煮干中華蕎麦つきひ,https://tabelog.com/tokyo/A1312/A131202/13217695/,3.74,232,江東区
157,158,らあめん 満来,https://tabelog.com/tokyo/A1304/A130401/13000808/,3.73,879,新宿区
158,159,らーめん 鴨to葱,https://tabelog.com/tokyo/A1311/A131101/13210392/,3.73,706,台東区
159,160,自家製麺 MENSHO TOKYO,https://tabelog.com/tokyo/A1310/A131003/13171239/,3.73,580,文京区
160,161,餃子の王さま,https://tabelog.com/tokyo/A1311/A131102/13016814/,3.73,546,台東区
161,162,鏡花,https://tabelog.com/tokyo/A1329/A132901/13005986/,3.73,494,立川市
162,163,麺酒処 ぶらり,https://tabelog.com/tokyo/A1311/A131105/13041644/,3.73,377,荒川区
163,164,無銘,https://tabelog.com/tokyo/A1310/A131002/13151994/,3.73,375,千代田区
164,165,中華そば いづる,https://tabelog.com/tokyo/A1314/A131401/13204179/,3.73,358,港区
165,166,麺恋処 いそじ,https://tabelog.com/tokyo/A1304/A130403/13041621/,3.73,357,渋谷区
166,167,麺処 夏海,https://tabelog.com/tokyo/A1323/A132305/13135990/,3.73,348,北区
167,168,楽観 NISHIAZABU GOLD,https://tabelog.com/tokyo/A1307/A130701/13191934/,3.73,341,港区
168,169,丸長中華そば店,https://tabelog.com/tokyo/A1319/A131906/13013584/,3.73,330,杉並区
169,170,ろく月,https://tabelog.com/tokyo/A1311/A131103/13161632/,3.73,319,台東区
170,171,中華そば 吾衛門,https://tabelog.com/tokyo/A1329/A132904/13019588/,3.73,258,八王子市
171,172,井田商店,https://tabelog.com/tokyo/A1317/A131712/13091706/,3.73,241,品川区
172,173,中華そば　葉山,https://tabelog.com/tokyo/A1309/A130903/13174173/,3.73,226,新宿区
173,174,らーめん天神下 大喜,https://tabelog.com/tokyo/A1310/A131001/13208678/,3.73,223,台東区
174,175,支那そば大和 稲荷町店,https://tabelog.com/tokyo/A1311/A131101/13206756/,3.73,196,台東区
175,176,麺屋KABOちゃん,https://tabelog.com/tokyo/A1323/A132301/13151928/,3.73,179,北区
176,177,函館塩ラーメン 五稜郭,https://tabelog.com/tokyo/A1319/A131906/13154596/,3.73,161,杉並区
177,178,ボニートスープヌードルライク,https://tabelog.com/tokyo/A1318/A131805/13183147/,3.73,160,杉並区
178,179,麺処 一笑,https://tabelog.com/tokyo/A1319/A131905/13190790/,3.73,142,杉並区
179,180,支那麺 はしご 本店,https://tabelog.com/tokyo/A1301/A130101/13092185/,3.72,1035,中央区
180,181,麺処 花田 池袋店,https://tabelog.com/tokyo/A1305/A130501/13109890/,3.72,897,豊島区
181,182,東京スタイルみそらーめん ど・みそ  京橋本店,https://tabelog.com/tokyo/A1301/A130101/13031470/,3.72,795,中央区
182,183,焼きあご塩らー麺 たかはし 新宿本店,https://tabelog.com/tokyo/A1304/A130401/13178753/,3.72,794,新宿区
183,184,馳走麺 狸穴,https://tabelog.com/tokyo/A1305/A130501/13101471/,3.72,743,豊島区
184,185,トナリ 丸の内店,https://tabelog.com/tokyo/A1302/A130201/13111899/,3.72,727,千代田区
185,186,中華そば 青葉 中野本店,https://tabelog.com/tokyo/A1319/A131902/13001092/,3.72,727,中野区
186,187,神田ラーメン わいず,https://tabelog.com/tokyo/A1310/A131002/13004111/,3.72,663,千代田区
187,188,希須林 担々麺屋 赤坂店,https://tabelog.com/tokyo/A1308/A130801/13020232/,3.72,619,港区
188,189,永楽,https://tabelog.com/tokyo/A1315/A131501/13001868/,3.72,595,品川区
189,190,鶏ポタ　ラーメン THANK,https://tabelog.com/tokyo/A1314/A131401/13135731/,3.72,578,港区
190,191,ラーメン二郎 目黒店,https://tabelog.com/tokyo/A1316/A131601/13003449/,3.72,575,目黒区
191,192,煮干中華そば鈴蘭,https://tabelog.com/tokyo/A1304/A130401/13141542/,3.72,555,新宿区
192,193,カラシビ味噌らー麺・つけ麺 鬼金棒,https://tabelog.com/tokyo/A1310/A131002/13097205/,3.72,507,千代田区
193,194,佐市,https://tabelog.com/tokyo/A1312/A131201/13147184/,3.72,505,墨田区
194,195,麺屋 武一,https://tabelog.com/tokyo/A1301/A130103/13143712/,3.72,490,港区
195,196,鶏そば 三歩一,https://tabelog.com/tokyo/A1305/A130503/13134126/,3.72,470,新宿区
196,197,らぁ麺 胡心房,https://tabelog.com/tokyo/A1327/A132701/13025459/,3.72,470,町田市
197,198,田中そば店 秋葉原店,https://tabelog.com/tokyo/A1311/A131101/13137336/,3.72,460,千代田区
198,199,和利道,https://tabelog.com/tokyo/A1317/A131705/13096566/,3.72,443,目黒区
199,200,かづ屋,https://tabelog.com/tokyo/A1316/A131601/13003195/,3.72,439,目黒区
200,201,本枯中華そば 魚雷,https://tabelog.com/tokyo/A1310/A131004/13103739/,3.72,419,文京区
201,202,玉 バラそば屋 中野店,https://tabelog.com/tokyo/A1319/A131902/13185780/,3.72,389,中野区
202,203,来々軒,https://tabelog.com/tokyo/A1313/A131303/13098822/,3.72,389,江東区
203,204,銀座 風見,https://tabelog.com/tokyo/A1301/A130101/13197387/,3.72,364,中央区
204,205,中華そば ふくもり,https://tabelog.com/tokyo/A1317/A131707/13035739/,3.72,363,世田谷区
205,206,麺 やまらぁ,https://tabelog.com/tokyo/A1302/A130204/13104793/,3.72,338,中央区
206,207,覆麺 智,https://tabelog.com/tokyo/A1310/A131003/13054078/,3.72,336,千代田区
207,208,麺 酒 やまの,https://tabelog.com/tokyo/A1321/A132102/13154616/,3.72,277,練馬区
208,209,中華　味一,https://tabelog.com/tokyo/A1317/A131710/13090987/,3.72,276,目黒区
209,210,アジトイズム,https://tabelog.com/tokyo/A1315/A131501/13156041/,3.72,234,品川区
210,211,カッパ64,https://tabelog.com/tokyo/A1330/A133002/13138967/,3.72,234,福生市
211,212,二階堂,https://tabelog.com/tokyo/A1309/A130906/13195295/,3.72,228,千代田区
212,213,ラーメン二郎 神田神保町店,https://tabelog.com/tokyo/A1310/A131003/13216512/,3.72,219,千代田区
213,214,麺 高はし,https://tabelog.com/tokyo/A1323/A132305/13003780/,3.72,217,北区
214,215,中華そば こてつ,https://tabelog.com/tokyo/A1318/A131802/13198320/,3.72,214,世田谷区
215,216,中華料理 大宝,https://tabelog.com/tokyo/A1316/A131602/13001670/,3.72,188,港区
216,217,麺屋 瑞風,https://tabelog.com/tokyo/A1328/A132801/13194366/,3.72,153,西東京市
217,218,松戸富田麺絆,https://tabelog.com/tokyo/A1302/A130201/13232095/,3.71,512,千代田区
218,219,担々麺　ほおずき,https://tabelog.com/tokyo/A1319/A131902/13097692/,3.71,495,中野区
219,220,楽観 立川店,https://tabelog.com/tokyo/A1329/A132901/13143405/,3.71,475,立川市
220,221,づゅる麺池田,https://tabelog.com/tokyo/A1316/A131601/13032592/,3.71,463,目黒区
221,222,ラーメン二郎 品川店,https://tabelog.com/tokyo/A1314/A131405/13007375/,3.71,420,品川区
222,223,北大塚ラーメン,https://tabelog.com/tokyo/A1323/A132302/13113229/,3.71,380,豊島区
223,224,ラーメン燈郎,https://tabelog.com/tokyo/A1312/A131204/13128244/,3.71,356,葛飾区
224,225,海老丸らーめん,https://tabelog.com/tokyo/A1310/A131003/13212911/,3.71,313,千代田区
225,226,田中そば店 本店,https://tabelog.com/tokyo/A1324/A132404/13059356/,3.71,299,足立区
226,227,麺屋 優創,https://tabelog.com/tokyo/A1304/A130404/13103572/,3.71,284,新宿区
227,228,ラーメン二郎 桜台駅前店,https://tabelog.com/tokyo/A1321/A132101/13038383/,3.71,280,練馬区
228,229,さんじ,https://tabelog.com/tokyo/A1311/A131101/13136639/,3.71,280,台東区
229,230,好日,https://tabelog.com/tokyo/A1319/A131901/13001033/,3.71,279,中野区
230,231,らあめん 元,https://tabelog.com/tokyo/A1322/A132205/13090786/,3.71,264,板橋区
231,232,麺屋 六感堂,https://tabelog.com/tokyo/A1305/A130501/13167610/,3.71,256,豊島区
232,233,crab台風。,https://tabelog.com/tokyo/A1302/A130204/13222565/,3.71,248,中央区
233,234,めん処羽鳥,https://tabelog.com/tokyo/A1311/A131105/13152229/,3.71,233,荒川区
234,235,麺屋 ごとう,https://tabelog.com/tokyo/A1323/A132301/13170227/,3.71,231,豊島区
235,236,えんや,https://tabelog.com/tokyo/A1323/A132303/13127520/,3.71,229,北区
236,237,美志満,https://tabelog.com/tokyo/A1321/A132101/13140848/,3.71,226,練馬区
237,238,中華蕎麦 三藤,https://tabelog.com/tokyo/A1317/A131703/13168430/,3.71,222,目黒区
238,239,銀座亭,https://tabelog.com/tokyo/A1301/A130101/13054334/,3.71,214,中央区
239,240,麺屋 まほろ芭,https://tabelog.com/tokyo/A1315/A131503/13221764/,3.71,201,大田区
240,241,新雅,https://tabelog.com/tokyo/A1309/A130905/13185107/,3.71,198,文京区
241,242,生粋 花のれん,https://tabelog.com/tokyo/A1323/A132302/13184374/,3.71,192,文京区
242,243,富白,https://tabelog.com/tokyo/A1311/A131101/13135911/,3.71,191,台東区
243,244,製麺ｒａｂｏ,https://tabelog.com/tokyo/A1304/A130401/13172669/,3.71,168,渋谷区
244,245,Tombo,https://tabelog.com/tokyo/A1320/A132001/13212388/,3.71,167,武蔵野市
245,246,愚直,https://tabelog.com/tokyo/A1322/A132203/13043552/,3.71,151,板橋区
246,247,中華soba いそべ,https://tabelog.com/tokyo/A1317/A131716/13191494/,3.71,131,大田区
247,248,中華蕎麦 きつね,https://tabelog.com/tokyo/A1318/A131809/13241588/,3.71,121,世田谷区
248,249,ソラノイロ ニッポン,https://tabelog.com/tokyo/A1302/A130201/13183558/,3.7,824,千代田区
249,250,らーめん 潤 蒲田店,https://tabelog.com/tokyo/A1315/A131503/13022796/,3.7,600,大田区
250,251,俺の空,https://tabelog.com/tokyo/A1305/A130503/13001017/,3.7,592,新宿区
